nombre_de_servicio_turistico,identificador_de_clasificacion,clasificacion,identificador_de_categoria,categoria,identificador_de_subcategoria,subcategoria,direccion,correo_electronico,sitio_web,telefono,codigo_de_departamento,codigo_de_provincia,codigo_de_distrito,nombre_de_departamento,nombre_de_provincia,nombre_de_distrito,ruc,siglas,nombre_de_empresa,fecha_de_registro_de_empresa,fecha_actualizacion_datos_de_empresa
Peru Paradise Travel,2205,Agencias De Viajes Y Turismo,220503,Operador De Turismo,220503,Operador De Turismo,"Jr. Tupac Yupanqui 204-A, Urb. Tahuantinsuyo (Presencial Y Digital)",nancy@peruparadisetravel.com    juan@peruparadisetravel.com    linda@peruparadisetravel.com,www.peruparadisetravel.com / www.perucusco.info,947941735,08,01,01,Cusco,Cusco,Cusco,20480044151,Peru Paradise Travel,Peru Paradise Travel E.I.R.L,2002-10-10,2025-01-30
Mayuc Cusco,2205,Agencias De Viajes Y Turismo,220503,Operador De Turismo,220503,Operador De Turismo,Carretera Cusco-Sicuani Km 1052,info@mayuc.com,www.mayuc.com,984709811,08,12,06,Cusco,Quispicanchi,Cusipata,20317635410,Mayuc Cusco,Mayuc Cusco E.I.R.Ltda,2002-10-10,2025-01-22
Turismo Dias,2203,Transporte,220301,Terrestre,22030101,Transporte Terrestre Nacional,Av. Nicolas De Pierola 1079,ventas@turismodias.com,www.turismodias.com,966316940,13,01,01,La Libertad,Trujillo,Trujillo,20438637380,Turismo Dias,Turismo Dias S.A.,2002-10-10,2025-01-22
Turismo Dias,2203,Transporte,220301,Terrestre,22030101,Transporte Terrestre Nacional,Cl. Juan Cuglievan 190,pasajes@turismodias.com,www.turismodias.com,074 233538,14,01,01,Lambayeque,Chiclayo,Chiclayo,20438637380,Turismo Dias,Turismo Dias S.A.,2002-10-10,2025-01-22
Turismo Dias,2203,Transporte,220301,Terrestre,22030101,Transporte Terrestre Nacional,Av. Bauzate Y Meza 116- 126,,www.turismodias.com,966316940,15,01,15,Lima,Lima,La Victoria,20438637380,Turismo Dias,Turismo Dias S.A.,2002-10-10,2025-01-22
Turismo Dias,2203,Transporte,220301,Terrestre,22030101,Transporte Terrestre Nacional,Via De Evitamiento Sur 1370,,www.turismodias.com,076 367504,06,01,01,Cajamarca,Cajamarca,Cajamarca,20438637380,Turismo Dias,Turismo Dias S.A.,2002-10-10,2025-01-22
Turismo Dias,2203,Transporte,220301,Terrestre,22030101,Transporte Terrestre Nacional,Av. Loreto Ndeg 1485,,www.turismodias.com,073 302834,20,01,01,Piura,Piura,Piura,20438637380,Turismo Dias,Turismo Dias S.A.,2002-10-10,2025-01-22
Turismo Dias,2203,Transporte,220301,Terrestre,22030101,Transporte Terrestre Nacional,Jr. Pedro Cornejo 836,,www.turismodias.com,969380245,06,08,01,Cajamarca,Jaen,Jaen,20438637380,Turismo Dias,Turismo Dias S.A.,2002-10-10,2025-01-22
Qori Travel Service,2205,Agencias De Viajes Y Turismo,220502,Agencias Minoristas,220502,Agencias Minoristas,Av. Emiliano Huamantica U-8 - Urb. Ramiro Priale,qori_travel@hotmail.com    rosambr@hotmail.com,www.qoritravelservice.com,993095076,08,01,06,Cusco,Cusco,Santiago,20485223437,Qori Travel Service,Qori Travel Service E.I.R.L.,2002-10-10,2025-01-21
Emtrafesa,2203,Transporte,220301,Terrestre,22030101,Transporte Terrestre Nacional,Jr. Humbolt 109 - Frente Al Estadio Nacional,,www.emtrafesa.com,01 4235308,15,01,15,Lima,Lima,La Victoria,20133605291,Emtrafesa,Empresa De Transporte Ave Fenix S.A.,2002-10-14,2025-01-04
Emtrafesa,2203,Transporte,220301,Terrestre,22030101,Transporte Terrestre Nacional,"Av. Tupac Amaru 185, Urb. Huerta Grande",nan,www.emtrafesa.com,044 484120,13,01,01,La Libertad,Trujillo,Trujillo,20133605291,Emtrafesa,Empresa De Transporte Ave Fenix S.A.,2002-10-14,2025-01-04
Emtrafesa,2203,Transporte,220301,Terrestre,22030101,Transporte Terrestre Nacional,Av. Balta 110,consultas.web@emtrafesa.com,www.emtrafesa.com,074 225 538,14,01,01,Lambayeque,Chiclayo,Chiclayo,20133605291,Emtrafesa,Empresa De Transporte Ave Fenix S.A.,2002-10-14,2025-01-04
Emtrafesa,2203,Transporte,220301,Terrestre,22030101,Transporte Terrestre Nacional,Los Naranjos Ndeg255- Urb. Club Grau,,www.emtrafesa.com,073 337093,20,01,01,Piura,Piura,Piura,20133605291,Emtrafesa,Empresa De Transporte Ave Fenix S.A.,2002-10-14,2025-01-04
Emtrafesa,2203,Transporte,220301,Terrestre,22030101,Transporte Terrestre Nacional,Av. Tumbes Norte 968,administracion.tumbes@emtrafesa.com,www.emtrafesa.com,949669725,24,01,01,Tumbes,Tumbes,Tumbes,20133605291,Emtrafesa,Empresa De Transporte Ave Fenix S.A.,2002-10-14,2025-01-04
Costa Del Sol Wyndham Piura,2201,Establecimientos De Hospedaje,220101,Hoteles,22010102,H.4 Estrellas,Av. Loreto 649,recepcionpiura@costadelsolperu.com,www.costadelsolperu.com,073 302864,20,01,01,Piura,Piura,Piura,20356883749,Costa Del Sol Wyndham Piura,Costa Del Sol S.A.,2002-10-22,2025-01-03
El Chalan,2202,Alimentos Y Bebidas,220206,Cafes,220206,Cafes,Av. Grau No 452,contacto@elchalan.com.pe,www.elchalan.com.pe,073 311697,20,01,01,Piura,Piura,Piura,20102351038,El Chalan,El Chalan S.A.C.,2002-10-22,2025-01-06
El Chalan,2202,Alimentos Y Bebidas,220206,Cafes,220206,Cafes,Jr. Tacna No 520,contacto@elchalan.com.pe,www.elchalan.com.pe,987 343 632,20,01,01,Piura,Piura,Piura,20102351038,El Chalan,El Chalan S.A.C.,2002-10-22,2025-01-06
Sol Y Mar,2201,Establecimientos De Hospedaje,220107,Hospedaje No Categorizado,220107,Hospedaje No Categorizado,Av. Piura No 149  Alt. Km. 1165,hsolymar@hotmail.com,www.solymarmancora.com,959 406 118,20,07,06,Piura,Talara,Mancora,10105878635,Sol Y Mar,Zambrano Solis Maria Del Pilar,2002-10-22,2025-01-04
El Dorado,2203,Transporte,220301,Terrestre,22030101,Transporte Terrestre Nacional,Av. Nicolas De Pierola No 1062,nan,www.eldoradosac.pe/,044 291778,13,01,01,La Libertad,Trujillo,Trujillo,20132670146,El Dorado,Empresa De Transportes El Dorado S.A.C.,2003-01-07,2025-01-04
El Dorado,2203,Transporte,220301,Terrestre,22030101,Transporte Terrestre Nacional,Av. Sanchez Cerro No 1119,nan,www.eldoradosac.pe/,073 325875,20,01,01,Piura,Piura,Piura,20132670146,El Dorado,Empresa De Transportes El Dorado S.A.C.,2003-01-07,2025-01-04
El Dorado,2203,Transporte,220301,Terrestre,22030101,Transporte Terrestre Nacional,Cl. Tacna 351,administracion@transporteseldorado.com.pe,www.eldoradosac.pe/,072 635701,24,01,01,Tumbes,Tumbes,Tumbes,20132670146,El Dorado,Empresa De Transportes El Dorado S.A.C.,2003-01-07,2025-01-04
El Dorado,2203,Transporte,220301,Terrestre,22030101,Transporte Terrestre Nacional,Av. Bolognesi 175,,www.eldoradosac.pe/,074 208754,14,01,01,Lambayeque,Chiclayo,Chiclayo,20132670146,El Dorado,Empresa De Transportes El Dorado S.A.C.,2003-01-07,2025-01-04
El Dorado,2203,Transporte,220301,Terrestre,22030101,Transporte Terrestre Nacional,Av. Grau Ndeg 325 - Villar Cercado,transporteseldorado@hotmail.com,www.eldoradosac.pe/,972687391,24,02,01,Tumbes,Contralmirante Villar,Zorritos,20132670146,El Dorado,Empresa De Transportes El Dorado S.A.C.,2003-01-07,2025-01-04
Eppo S.A.,2203,Transporte,220301,Terrestre,22030101,Transporte Terrestre Nacional,Av. Bolognesi Ndeg 802,,www.eppo.com.pe,073 256262,20,07,02,Piura,Talara,El Alto,20102890508,Eppo S.A.,Empresa De Pequenos Propietarios De Omnibus S.A.,2003-01-07,2025-01-04
Eppo S.A.,2203,Transporte,220301,Terrestre,22030101,Transporte Terrestre Nacional,Calle Nicolas De Pierola No 257,,www.eppo.com.pe,073 502522,20,06,01,Piura,Sullana,Sullana,20102890508,Eppo S.A.,Empresa De Pequenos Propietarios De Omnibus S.A.,2003-01-07,2025-01-04
Eppo S.A.,2203,Transporte,220301,Terrestre,22030101,Transporte Terrestre Nacional,Av. E No 30,,www.eppo.com.pe,073 381929,20,07,01,Piura,Talara,Parinas,20102890508,Eppo S.A.,Empresa De Pequenos Propietarios De Omnibus S.A.,2003-01-07,2025-01-04
Eppo S.A.,2203,Transporte,220301,Terrestre,22030101,Transporte Terrestre Nacional,"Av. Panamericana Ndeg 243 (Parte Posterior C.C Real Plaza, Frente A  Urb. Ignacio Merino).",webmail@eppo.pe,www.eppo.com.pe,073 304543,20,01,01,Piura,Piura,Piura,20102890508,Eppo S.A.,Empresa De Pequenos Propietarios De Omnibus S.A.,2003-01-07,2025-01-04
Hotel & Casino Win Meier,2201,Establecimientos De Hospedaje,220101,Hoteles,22010102,H.4 Estrellas,Av. Bolognesi 756,reservas.hotelwm@gladcon.com,www.winmeier.com     hotelwinmeier.pe/,074 228172,14,01,01,Lambayeque,Chiclayo,Chiclayo,20493040309,Hotel & Casino Win Meier,Corporacion Hotelera San Andres S.A.C,2003-01-29,2025-01-20
Pts Peru,2205,Agencias De Viajes Y Turismo,220503,Operador De Turismo,220503,Operador De Turismo,"Jr. Hernando De Soto 126 Urb. Int. 1Er Piso, Maranga 4Ta Etapa",incoming@ptsperu.com    ventas@ptsperu.com,www.ptsperu.com,998752206,15,01,36,Lima,Lima,San Miguel,20507614796,Pts Peru,Pts Peru S.A.C.,2003-08-13,2025-01-28
Pts Peru,2205,Agencias De Viajes Y Turismo,220503,Operador De Turismo,220503,Operador De Turismo,"Cl. Maruri 265, Of. 323 - C.C. Imasumaq",cusco@ptsperu.com    cusco2@ptsperu.com,www.ptsperu.com,951159257,08,01,01,Cusco,Cusco,Cusco,20507614796,Pts Peru,Pts Peru S.A.C.,2003-08-13,2025-01-28
Cruz Del Sur,2203,Transporte,220301,Terrestre,22030101,Transporte Terrestre Nacional,Av. Javier Prado Este 1109,,www.cruzdelsur.com.pe,01  3115050,15,01,15,Lima,Lima,La Victoria,20100227461,Cruz Del Sur,Transportes Cruz Del Sur S.A.C.,2003-08-19,2025-01-04
Cruz Del Sur,2203,Transporte,220301,Terrestre,22030101,Transporte Terrestre Nacional,Terminal Terrestre S/N,,www.cruzdelsur.com.pe,01 311 5050,04,01,07,Arequipa,Arequipa,Jacobo Hunter,20100227461,Cruz Del Sur,Transportes Cruz Del Sur S.A.C.,2003-08-19,2025-01-04
Cruz Del Sur,2203,Transporte,220301,Terrestre,22030101,Transporte Terrestre Nacional,Av. Ejercito No 291 Cercado,nan,www.cruzdelsur.com.pe,01 3115050,13,01,01,La Libertad,Trujillo,Trujillo,20100227461,Cruz Del Sur,Transportes Cruz Del Sur S.A.C.,2003-08-19,2025-01-04
Cruz Del Sur,2203,Transporte,220301,Terrestre,22030101,Transporte Terrestre Nacional,Jr. Ayacucho No 281 - 287,nan,www.cruzdelsur.com.pe,064 235650,12,01,01,Junin,Huancayo,Huancayo,20100227461,Cruz Del Sur,Transportes Cruz Del Sur S.A.C.,2003-08-19,2025-01-04
Cruz Del Sur,2203,Transporte,220301,Terrestre,22030101,Transporte Terrestre Nacional,"Av. Ejercito, Cdras. 2 Y 3 - Terminal Terrestre Moquegua",nan,www.cruzdelsur.com.pe,053 462005,18,01,01,Moquegua,Mariscal Nieto,Moquegua,20100227461,Cruz Del Sur,Transportes Cruz Del Sur S.A.C.,2003-08-19,2025-01-04
Cruz Del Sur,2203,Transporte,220301,Terrestre,22030101,Transporte Terrestre Nacional,Calle Uno No 502,nan,www.cruzdelsur.com.pe,073 257624,20,07,05,Piura,Talara,Los Organos,20100227461,Cruz Del Sur,Transportes Cruz Del Sur S.A.C.,2003-08-19,2025-01-04
Cruz Del Sur,2203,Transporte,220301,Terrestre,22030101,Transporte Terrestre Nacional,Av. F - 5C. Ex. Campamento Grana,nan,www.cruzdelsur.com.pe,073 384229,20,07,01,Piura,Talara,Parinas,20100227461,Cruz Del Sur,Transportes Cruz Del Sur S.A.C.,2003-08-19,2025-01-04
Cruz Del Sur,2203,Transporte,220301,Terrestre,22030101,Transporte Terrestre Nacional,Terminal Terrestre Manuel A. Odria (Mod. 16-17),nan,www.cruzdelsur.com.pe,052 426692,23,01,01,Tacna,Tacna,Tacna,20100227461,Cruz Del Sur,Transportes Cruz Del Sur S.A.C.,2003-08-19,2025-01-04
Cruz Del Sur,2203,Transporte,220301,Terrestre,22030101,Transporte Terrestre Nacional,Av. Pampa Inalambrica S/N - Terminal Terrestre De Ilo,nan,www.cruzdelsur.com.pe,01 3115050,18,03,01,Moquegua,Ilo,Ilo,20100227461,Cruz Del Sur,Transportes Cruz Del Sur S.A.C.,2003-08-19,2025-01-04
Cruz Del Sur,2203,Transporte,220301,Terrestre,22030101,Transporte Terrestre Nacional,Av. Francisco Bolognesi 888,servicioalcliente@cruzdelsur.com.pe,www.cruzdelsur.com.pe,074 380100,14,01,01,Lambayeque,Chiclayo,Chiclayo,20100227461,Cruz Del Sur,Transportes Cruz Del Sur S.A.C.,2003-08-19,2025-01-04
Cruz Del Sur,2203,Transporte,220301,Terrestre,22030101,Transporte Terrestre Nacional,Av. Francisco Pizarro No 220 Cercado,nan,www.cruzdelsur.com.pe,964307711,12,04,01,Junin,Jauja,Jauja,20100227461,Cruz Del Sur,Transportes Cruz Del Sur S.A.C.,2003-08-19,2025-01-04
Cruz Del Sur,2203,Transporte,220301,Terrestre,22030101,Transporte Terrestre Nacional,Av. Grau No 208,nan,www.cruzdelsur.com.pe,073 258232,20,07,06,Piura,Talara,Mancora,20100227461,Cruz Del Sur,Transportes Cruz Del Sur S.A.C.,2003-08-19,2025-01-04
Cruz Del Sur,2203,Transporte,220301,Terrestre,22030101,Transporte Terrestre Nacional,Calle Real No 602 - 203,nan,www.cruzdelsur.com.pe,Nan,12,01,01,Junin,Huancayo,Huancayo,20100227461,Cruz Del Sur,Transportes Cruz Del Sur S.A.C.,2003-08-19,2025-01-04
Cruz Del Sur,2203,Transporte,220301,Terrestre,22030101,Transporte Terrestre Nacional,Jr. Bolivar No 535 - 103,nan,www.cruzdelsur.com.pe,Nan,13,01,01,La Libertad,Trujillo,Trujillo,20100227461,Cruz Del Sur,Transportes Cruz Del Sur S.A.C.,2003-08-19,2025-01-04
Cruz Del Sur,2203,Transporte,220301,Terrestre,22030101,Transporte Terrestre Nacional,Av. Circunvalacion 160,administracion@piura.cruzdelsur.com.pe,www.cruzdelsur.com.pe,073 320473,20,01,01,Piura,Piura,Piura,20100227461,Cruz Del Sur,Transportes Cruz Del Sur S.A.C.,2003-08-19,2025-01-04
Cruz Del Sur,2203,Transporte,220301,Terrestre,22030101,Transporte Terrestre Nacional,Av. Ezequiel Gonzales No 670,nan,www.cruzdelsur.com.pe,Nan,13,04,01,La Libertad,Chepen,Chepen,20100227461,Cruz Del Sur,Transportes Cruz Del Sur S.A.C.,2003-08-19,2025-01-04
Cruz Del Sur,2203,Transporte,220301,Terrestre,22030101,Transporte Terrestre Nacional,"Av. Industrial 121, Urb. Bancopata",adm.cuzco@gibarcena.outlook.com.pe,www.cruzdelsur.com.pe,084 480010,08,01,06,Cusco,Cusco,Santiago,20100227461,Cruz Del Sur,Transportes Cruz Del Sur S.A.C.,2003-08-19,2025-01-04
Cruz Del Sur,2203,Transporte,220301,Terrestre,22030101,Transporte Terrestre Nacional,Av. Tumbes Norte 319,www.cruzdelsur.com.pe,www.cruzdelsur.com.pe,944349298,24,01,01,Tumbes,Tumbes,Tumbes,20100227461,Cruz Del Sur,Transportes Cruz Del Sur S.A.C.,2003-08-19,2025-01-04
Cruz Del Sur,2203,Transporte,220301,Terrestre,22030101,Transporte Terrestre Nacional,Jr. Ladislao Espinar No 9092,nan,www.cruzdelsur.com.pe,044 522128,13,07,04,La Libertad,Pacasmayo,Pacasmayo,20100227461,Cruz Del Sur,Transportes Cruz Del Sur S.A.C.,2003-08-19,2025-01-04
Cruz Del Sur,2203,Transporte,220301,Terrestre,22030101,Transporte Terrestre Nacional,Jr. Amazonas 437,nan,www.cruzdelsur.com.pe,044 261801,13,01,01,La Libertad,Trujillo,Trujillo,20100227461,Cruz Del Sur,Transportes Cruz Del Sur S.A.C.,2003-08-19,2025-01-04
Cruz Del Sur,2203,Transporte,220301,Terrestre,22030101,Transporte Terrestre Nacional,Jr. Ayacucho No 116,nan,www.cruzdelsur.com.pe,Nan,13,07,02,La Libertad,Pacasmayo,Guadalupe,20100227461,Cruz Del Sur,Transportes Cruz Del Sur S.A.C.,2003-08-19,2025-01-04
Cruz Del Sur,2203,Transporte,220301,Terrestre,22030101,Transporte Terrestre Nacional,Panamericana Sur Km 48 Mz J Lote 11,nan,www.cruzdelsur.com.pe,Nan,04,01,08,Arequipa,Arequipa,La Joya,20100227461,Cruz Del Sur,Transportes Cruz Del Sur S.A.C.,2003-08-19,2025-01-04
Cruz Del Sur,2203,Transporte,220301,Terrestre,22030101,Transporte Terrestre Nacional,Av. La Marina Cdra. 20-21 S-07 Cc. Plaza San Miguel (Solo Venta De Boletos),,www.cruzdelsur.com.pe,01 5664480,15,01,36,Lima,Lima,San Miguel,20100227461,Cruz Del Sur,Transportes Cruz Del Sur S.A.C.,2003-08-19,2025-01-04
Cruz Del Sur,2203,Transporte,220301,Terrestre,22030101,Transporte Terrestre Nacional,Esquina Lima Y San Martin S/N,,www.cruzdelsur.com.pe,056 523713,11,03,01,Ica,Nasca,Nasca,20100227461,Cruz Del Sur,Transportes Cruz Del Sur S.A.C.,2003-08-19,2025-01-04
Cruz Del Sur,2203,Transporte,220301,Terrestre,22030101,Transporte Terrestre Nacional,Av. Panamericana 1223 Urb. Santa Rosa,botero@piu.cruzdelsur.com.pe,www.cruzdelsur.com.pe,073 507421,20,06,01,Piura,Sullana,Sullana,20100227461,Cruz Del Sur,Transportes Cruz Del Sur S.A.C.,2003-08-19,2025-01-04
Cruz Del Sur,2203,Transporte,220301,Terrestre,22030101,Transporte Terrestre Nacional,Esquina De Calle Fray Ramon Y Sebastian,,www.cruzdelsur.com.pe,056 223333,11,01,01,Ica,Ica,Ica,20100227461,Cruz Del Sur,Transportes Cruz Del Sur S.A.C.,2003-08-19,2025-01-04
Cruz Del Sur,2203,Transporte,220301,Terrestre,22030101,Transporte Terrestre Nacional,Terminal Terrestre Interseccion De Las Avenidas Juan Pablo Castro Y Pachacutec,nan,www.cruzdelsur.com.pe,083 324877,03,01,01,Apurimac,Abancay,Abancay,20100227461,Cruz Del Sur,Transportes Cruz Del Sur S.A.C.,2003-08-19,2025-01-04
Cruz Del Sur,2203,Transporte,220301,Terrestre,22030101,Transporte Terrestre Nacional,Terminal Terrestre - Jr. Loechle Cdra 9 Int. Oficina 1,servicioalcliente@gibarcena.com.pe,www.cruzdelsur.com.pe,01 311 5050,19,03,01,Pasco,Oxapampa,Oxapampa,20100227461,Cruz Del Sur,Transportes Cruz Del Sur S.A.C.,2003-08-19,2025-01-04
Cruz Del Sur,2203,Transporte,220301,Terrestre,22030101,Transporte Terrestre Nacional,Av. Mariscal Caceres 1345/ Terminal Municipal,,www.cruzdelsur.com.pe,066 312813,05,01,01,Ayacucho,Huamanga,Ayacucho,20100227461,Cruz Del Sur,Transportes Cruz Del Sur S.A.C.,2003-08-19,2025-01-04
Cruz Del Sur,2203,Transporte,220301,Terrestre,22030101,Transporte Terrestre Nacional,Jr. Teresa Gonzales De Fanning 457 / Jr. Simon Bolivar 407 (Of. Venta De Boletos),,www.cruzdelsur.com.pe,043 785661,02,01,05,Ancash,Huaraz,Independencia,20100227461,Cruz Del Sur,Transportes Cruz Del Sur S.A.C.,2003-08-19,2025-01-04
Cruz Del Sur,2203,Transporte,220301,Terrestre,22030101,Transporte Terrestre Nacional,Terminal El Chimbador (Modulo F 41 Y F 42) Y Jr. Francisco Bolognesi 543,administracion@chimbador.cruzdelsur.com.pe,www.cruzdelsur.com.pe,043 352665,02,18,01,Ancash,Santa,Chimbote,20100227461,Cruz Del Sur,Transportes Cruz Del Sur S.A.C.,2003-08-19,2025-01-04
Cruz Del Sur,2203,Transporte,220301,Terrestre,22030101,Transporte Terrestre Nacional,Cl. Gerardo Unger 6917 Terminal Plaza Norte,,www.cruzdelsur.com.pe,01 311 5050,15,01,12,Lima,Lima,Independencia,20100227461,Cruz Del Sur,Transportes Cruz Del Sur S.A.C.,2003-08-19,2025-01-04
Cruz Del Sur,2203,Transporte,220301,Terrestre,22030101,Transporte Terrestre Nacional,Av. Bolognesi Ndeg 796,administracion@piura.cruzdelsur.com.pe,www.cruzdelsur.com.pe,073 320473,20,01,01,Piura,Piura,Piura,20100227461,Cruz Del Sur,Transportes Cruz Del Sur S.A.C.,2003-08-19,2025-01-04
Cruz Del Sur,2203,Transporte,220301,Terrestre,22030101,Transporte Terrestre Nacional,Av. Principal De Ingreso Al Chaco 101,,www.cruzdelsur.com.pe,01 311 5050,11,05,05,Ica,Pisco,Paracas,20100227461,Cruz Del Sur,Transportes Cruz Del Sur S.A.C.,2003-08-19,2025-01-04
Cruz Del Sur,2203,Transporte,220301,Terrestre,22030101,Transporte Terrestre Nacional,Av. Ferrocarril 151,,www.cruzdelsur.com.pe,064 221737,12,01,01,Junin,Huancayo,Huancayo,20100227461,Cruz Del Sur,Transportes Cruz Del Sur S.A.C.,2003-08-19,2025-01-04
Bungalows Spilberg,2201,Establecimientos De Hospedaje,220107,Hospedaje No Categorizado,220107,Hospedaje No Categorizado,"Av. Costanera No 128, Balneario Colan",bungalowspilbergcolan@gmail.com,nan,969 599 747,20,05,04,Piura,Paita,Colan,20525324851,Bungalows Spilberg,Bungalows Spilberg E.I.R.L.,2003-08-21,2025-01-03
Hotel El Angolo,2201,Establecimientos De Hospedaje,220101,Hoteles,22010103,H.3 Estrellas,Cl. Fortunato Chirichigno 661 Urb. San Eduardo,reservas@hotelelangolo.com    recepcionhotelangolo@gmail.com,https://www.hoteleselangolo.com/piura_piura/,073 303491,20,01,01,Piura,Piura,Piura,20126294353,Hotel El Angolo,Hotelera Piura S.A.,2003-08-21,2025-01-03
Peru Norte,2205,Agencias De Viajes Y Turismo,220503,Operador De Turismo,220503,Operador De Turismo,Cl. Huanuco 489 - Piura,turismoperusi@hotmail.com,www.turismoperunorte.com,073 332161,20,01,01,Piura,Piura,Piura,20525250122,Peru Norte,Servicios Generales Turismo Peru E.I.R.L,2003-08-21,2025-01-04
Piura Tours,2205,Agencias De Viajes Y Turismo,220502,Agencias Minoristas,220502,Agencias Minoristas,Cl. Arequipa 978,piuratours@gmail.com,,073 326778,20,01,01,Piura,Piura,Piura,20102501293,Piura Tours,Empresa De Servicios Turisticos S.R.L.,2003-08-25,2025-01-04
Las Poncianas,2201,Establecimientos De Hospedaje,220101,Hoteles,22010103,H.3 Estrellas,"Calle Manco Capac S/N Alt. Km. 379, Panamericana Norte",hotelponcianas@gmail.com,,043 412123,02,08,01,Ancash,Casma,Casma,20282926866,Las Poncianas,Complejo Turistico Las Poncianas S.A.C,2003-08-26,2025-01-07
Ivansino Inn,2201,Establecimientos De Hospedaje,220101,Hoteles,22010103,H.3 Estrellas,Av. Jose Pardo 738,ivansinoinn@gmail.com,,043 321811,02,18,01,Ancash,Santa,Chimbote,20114393810,Ivansino Inn,Hotel Ivansino Inn S.A,2003-08-26,2025-01-07
Buenos Aires,2201,Establecimientos De Hospedaje,220101,Hoteles,22010103,H.3 Estrellas,Jr. Huambacho 288 Urb. Buenos Aires,hotelbuenosaires.chimbote@hotmail.com,www.hotelbuenosaires.com.pe,043 310631,02,18,09,Ancash,Santa,Nuevo Chimbote,20445583198,Buenos Aires,Hotel Buenos Aires S.R.L.,2003-08-26,2025-01-07
Enigma,2205,Agencias De Viajes Y Turismo,220503,Operador De Turismo,220503,Operador De Turismo,"Cl. Fortunato L. Herrera 214, Urb. Magisterio (Presencial Y Digital)",info@enigmaperu.com,www.enigmaperu.com,084 222153,08,01,01,Cusco,Cusco,Cusco,20527127778,Enigma,Enigma Adventure Tour Operator S.A.C.,2003-09-30,2025-01-22
Los Horcones De Tucume,2201,Establecimientos De Hospedaje,220108,Ecolodge,220108,Ecolodge,Cl. San Antonio 15 - San Antonio - Km. 800 Antigua Panamericana Norte,reservas@loshorconesdetucume.com,www.loshorconesdetucume.com,998 025 205,14,03,12,Lambayeque,Lambayeque,Tucume,20479897442,Los Horcones De Tucume,Empresa De Servicios Turisticos Los Horcones De Tucume,2003-12-12,2025-01-17
