NOMBRE DE SERVICIO TURÍSTICO;IDENTIFICADOR DE CLASIFICACIÓN;CLASIFICACIÓN;IDENTIFICADOR DE CATEGORÍA;CATEGORÍA;IDENTIFICADOR DE SUBCATEGORÍA;SUBCATEGORÍA;DIRECCIÓN;CORREO ELECTRÓNICO;SITIO WEB;TELÉFONO;CÓDIGO DE DEPARTAMENTO;CÓDIGO DE PROVINCIA;CÓDIGO DE DISTRITO;NOMBRE DE DEPARTAMENTO;NOMBRE DE PROVINCIA;NOMBRE DE DISTRITO;RUC;SIGLAS;NOMBRE DE EMPRESA;FECHA DE REGISTRO DE EMPRESA;FECHA ACTUALIZACIÓN DATOS DE EMPRESA
ITTSA;2203;TRANSPORTE;220301;Terrestre;22030101;Transporte Terrestre Nacional;Av. Tomás Valle y Alfredo Mendiola - Plaza Norte.(Panamericana Norte); ;www.ittsabus.com; ;15;1;12;Lima;Lima;Independencia;20132272418;ITTSA;Internacional de Transporte Turístico y Servicios S.R.LTDA;16/07/2002;4/01/2025
ITTSA;2203;TRANSPORTE;220301;Terrestre;22030101;Transporte Terrestre Nacional; Car. Panamericana Norte 13 KM. 558 - Terminal Trujillo;;www.ittsabus.com;044 284644;13;1;7;La Libertad;Trujillo;Moche;20132272418;ITTSA;Internacional de Transporte Turístico y Servicios S.R.LTDA;16/07/2002;4/01/2025
ITTSA;2203;TRANSPORTE;220301;Terrestre;22030101;Transporte Terrestre Nacional;Jirón Bolivar 527;;www.ittsabus.com;044 284644;13;1;1;La Libertad;Trujillo;Trujillo;20132272418;ITTSA;Internacional de Transporte Turístico y Servicios S.R.LTDA;16/07/2002;4/01/2025
Real Agentes;2205;AGENCIAS DE VIAJES Y TURISMO;220502;Agencias Minoristas;220502;Agencias Minoristas;Cl. Elías Aguirre 830 Of. 201 (Presencial y Digital) ; realagentes@gmail.com; ;979694607;14;1;1;Lambayeque;Chiclayo;Chiclayo;20103342253;Real Agentes;Real Agentes S.A.;3/09/2002;18/01/2025
Peru Paradise Travel ;2205;AGENCIAS DE VIAJES Y TURISMO;220503;Operador de Turismo;220503;Operador de Turismo;Jr. Túpac Yupanqui 204-A, Urb. Tahuantinsuyo (Presencial y Digital);nancy@peruparadisetravel.com    juan@peruparadisetravel.com    linda@peruparadisetravel.com;www.peruparadisetravel.com / www.perucusco.info;947941735;8;1;1;Cusco;Cusco;Cusco;20480044151;Peru Paradise Travel ;Peru Paradise Travel E.I.R.L;10/10/2002;30/01/2025
Mayuc Cusco;2205;AGENCIAS DE VIAJES Y TURISMO;220503;Operador de Turismo;220503;Operador de Turismo;Carretera Cusco-Sicuani km 1052;info@mayuc.com;www.mayuc.com;984709811;8;12;6;Cusco;Quispicanchi;Cusipata;20317635410;Mayuc Cusco;Mayuc Cusco E.I.R.Ltda;10/10/2002;22/01/2025
Turismo Dias;2203;TRANSPORTE;220301;Terrestre;22030101;Transporte Terrestre Nacional;Av. Nicolás de Piérola 1079;ventas@turismodias.com;www.turismodias.com;966316940;13;1;1;La Libertad;Trujillo;Trujillo;20438637380;Turismo Dias;Turismo Dias S.A.;10/10/2002;22/01/2025
Turismo Dias;2203;TRANSPORTE;220301;Terrestre;22030101;Transporte Terrestre Nacional;Cl. Juan Cuglievan 190 ;pasajes@turismodias.com;www.turismodias.com;074 233538;14;1;1;Lambayeque;Chiclayo;Chiclayo;20438637380;Turismo Dias;Turismo Dias S.A.;10/10/2002;22/01/2025
Turismo Dias;2203;TRANSPORTE;220301;Terrestre;22030101;Transporte Terrestre Nacional;Av. Bauzate y Meza 116- 126;  ;www.turismodias.com;966316940;15;1;15;Lima;Lima;La Victoria;20438637380;Turismo Dias;Turismo Dias S.A.;10/10/2002;22/01/2025
Turismo Dias;2203;TRANSPORTE;220301;Terrestre;22030101;Transporte Terrestre Nacional;Via de Evitamiento Sur 1370; ;www.turismodias.com;076 367504;6;1;1;Cajamarca;Cajamarca;Cajamarca;20438637380;Turismo Dias;Turismo Dias S.A.;10/10/2002;22/01/2025
Turismo Dias;2203;TRANSPORTE;220301;Terrestre;22030101;Transporte Terrestre Nacional;Av. Loreto N° 1485; ;www.turismodias.com;073 302834;20;1;1;Piura;Piura;Piura;20438637380;Turismo Dias;Turismo Dias S.A.;10/10/2002;22/01/2025
Turismo Dias;2203;TRANSPORTE;220301;Terrestre;22030101;Transporte Terrestre Nacional;Jr. Pedro Cornejo 836; ;www.turismodias.com;969380245;6;8;1;Cajamarca;Jaén;Jaén;20438637380;Turismo Dias;Turismo Dias S.A.;10/10/2002;22/01/2025
Qori Travel Service;2205;AGENCIAS DE VIAJES Y TURISMO;220502;Agencias Minoristas;220502;Agencias Minoristas;Av. Emiliano Huamantica U-8 - Urb. Ramiro Priale;qori_travel@hotmail.com    rosambr@hotmail.com;www.qoritravelservice.com;993095076;8;1;6;Cusco;Cusco;Santiago;20485223437;Qori Travel Service;Qori Travel Service E.I.R.L.;10/10/2002;21/01/2025
EMTRAFESA;2203;TRANSPORTE;220301;Terrestre;22030101;Transporte Terrestre Nacional;Jr. Humbolt 109 - Frente al Estadio Nacional;   ;www.emtrafesa.com;01 4235308;15;1;15;Lima;Lima;La Victoria;20133605291;EMTRAFESA;Empresa de Transporte Ave Fénix S.A.;14/10/2002;4/01/2025
EMTRAFESA;2203;TRANSPORTE;220301;Terrestre;22030101;Transporte Terrestre Nacional;Av. Túpac Amaru 185, Urb. Huerta Grande;;www.emtrafesa.com;044 484120;13;1;1;La Libertad;Trujillo;Trujillo;20133605291;EMTRAFESA;Empresa de Transporte Ave Fénix S.A.;14/10/2002;4/01/2025
EMTRAFESA;2203;TRANSPORTE;220301;Terrestre;22030101;Transporte Terrestre Nacional;Av. Balta 110 ;consultas.web@emtrafesa.com;www.emtrafesa.com; 074 225 538;14;1;1;Lambayeque;Chiclayo;Chiclayo;20133605291;EMTRAFESA;Empresa de Transporte Ave Fénix S.A.;14/10/2002;4/01/2025
EMTRAFESA;2203;TRANSPORTE;220301;Terrestre;22030101;Transporte Terrestre Nacional;Los Naranjos N°255- Urb. Club Grau;  ;www.emtrafesa.com;073 337093 ;20;1;1;Piura;Piura;Piura;20133605291;EMTRAFESA;Empresa de Transporte Ave Fénix S.A.;14/10/2002;4/01/2025
EMTRAFESA;2203;TRANSPORTE;220301;Terrestre;22030101;Transporte Terrestre Nacional;Av. Tumbes Norte 968;administracion.tumbes@emtrafesa.com;www.emtrafesa.com;949669725;24;1;1;Tumbes;Tumbes;Tumbes;20133605291;EMTRAFESA;Empresa de Transporte Ave Fénix S.A.;14/10/2002;4/01/2025
Costa del Sol wyndham Piura;2201;ESTABLECIMIENTOS DE HOSPEDAJE;220101;Hoteles;22010102;H.4 Estrellas;Av. Loreto 649;recepcionpiura@costadelsolperu.com;www.costadelsolperu.com;073 302864;20;1;1;Piura;Piura;Piura;20356883749;Costa del Sol wyndham Piura;Costa del Sol S.A.;22/10/2002;3/01/2025
El Chalán;2202;ALIMENTOS Y BEBIDAS;220206;Cafés;220206;Cafés;Av. Grau Nº 452;contacto@elchalan.com.pe;www.elchalan.com.pe;073 311697;20;1;1;Piura;Piura;Piura;20102351038;El Chalán;El Chalán S.A.C.;22/10/2002;6/01/2025
El Chalán;2202;ALIMENTOS Y BEBIDAS;220206;Cafés;220206;Cafés;Jr. Tacna Nº 520;contacto@elchalan.com.pe;www.elchalan.com.pe;987 343 632;20;1;1;Piura;Piura;Piura;20102351038;El Chalán;El Chalán S.A.C.;22/10/2002;6/01/2025
Sol y Mar;2201;ESTABLECIMIENTOS DE HOSPEDAJE;220107;Hospedaje no Categorizado;220107;Hospedaje no Categorizado;Av. Piura Nº 149  Alt. km. 1165;hsolymar@hotmail.com;www.solymarmancora.com;959 406 118;20;7;6;Piura;Talara;Máncora;10105878635;Sol y Mar;Zambrano Solis Maria del Pilar;22/10/2002;4/01/2025
El Dorado;2203;TRANSPORTE;220301;Terrestre;22030101;Transporte Terrestre Nacional;Av. Nicolás de Piérola Nº 1062;;www.eldoradosac.pe/;044 291778;13;1;1;La Libertad;Trujillo;Trujillo;20132670146;El Dorado;Empresa de Transportes El Dorado S.A.C.;7/01/2003;4/01/2025
El Dorado;2203;TRANSPORTE;220301;Terrestre;22030101;Transporte Terrestre Nacional;Av. Sánchez Cerro Nº 1119;;www.eldoradosac.pe/;073 325875;20;1;1;Piura;Piura;Piura;20132670146;El Dorado;Empresa de Transportes El Dorado S.A.C.;7/01/2003;4/01/2025
El Dorado;2203;TRANSPORTE;220301;Terrestre;22030101;Transporte Terrestre Nacional;Cl. Tacna 351;administracion@transporteseldorado.com.pe;www.eldoradosac.pe/; 072 635701;24;1;1;Tumbes;Tumbes;Tumbes;20132670146;El Dorado;Empresa de Transportes El Dorado S.A.C.;7/01/2003;4/01/2025
El Dorado;2203;TRANSPORTE;220301;Terrestre;22030101;Transporte Terrestre Nacional;Av. Bolognesi 175;  ;www.eldoradosac.pe/; 074 208754;14;1;1;Lambayeque;Chiclayo;Chiclayo;20132670146;El Dorado;Empresa de Transportes El Dorado S.A.C.;7/01/2003;4/01/2025
El Dorado;2203;TRANSPORTE;220301;Terrestre;22030101;Transporte Terrestre Nacional;Av. Grau N° 325 - Villar Cercado;transporteseldorado@hotmail.com;www.eldoradosac.pe/;972687391;24;2;1;Tumbes;Contralmirante Villar;Zorritos;20132670146;El Dorado;Empresa de Transportes El Dorado S.A.C.;7/01/2003;4/01/2025
EPPO S.A.;2203;TRANSPORTE;220301;Terrestre;22030101;Transporte Terrestre Nacional;Av. Bolognesi N° 802 ;   ;www.eppo.com.pe;073 256262;20;7;2;Piura;Talara;El Alto;20102890508;EPPO S.A.;Empresa de Pequeños Propietarios de Omnibus S.A.;7/01/2003;4/01/2025
EPPO S.A.;2203;TRANSPORTE;220301;Terrestre;22030101;Transporte Terrestre Nacional;Calle Nicolás de Piérola Nº 257; ;www.eppo.com.pe;073 502522;20;6;1;Piura;Sullana;Sullana;20102890508;EPPO S.A.;Empresa de Pequeños Propietarios de Omnibus S.A.;7/01/2003;4/01/2025
EPPO S.A.;2203;TRANSPORTE;220301;Terrestre;22030101;Transporte Terrestre Nacional;Av. E Nº 30;  ;www.eppo.com.pe;073 381929;20;7;1;Piura;Talara;Pariñas;20102890508;EPPO S.A.;Empresa de Pequeños Propietarios de Omnibus S.A.;7/01/2003;4/01/2025
EPPO S.A.;2203;TRANSPORTE;220301;Terrestre;22030101;Transporte Terrestre Nacional;Av. Panamericana N° 243 (Parte posterior C.C Real Plaza, frente a  Urb. Ignacio Merino).;webmail@eppo.pe ;www.eppo.com.pe;073 304543;20;1;1;Piura;Piura;Piura;20102890508;EPPO S.A.;Empresa de Pequeños Propietarios de Omnibus S.A.;7/01/2003;4/01/2025
Hotel & Casino Win Meier;2201;ESTABLECIMIENTOS DE HOSPEDAJE;220101;Hoteles;22010102;H.4 Estrellas;Av. Bolognesi 756 ;reservas.hotelwm@gladcon.com;www.winmeier.com     hotelwinmeier.pe/;074 228172;14;1;1;Lambayeque;Chiclayo;Chiclayo;20493040309;Hotel & Casino Win Meier;CORPORACION HOTELERA SAN ANDRES S.A.C;29/01/2003;20/01/2025
PTS Perú ;2205;AGENCIAS DE VIAJES Y TURISMO;220503;Operador de Turismo;220503;Operador de Turismo;Jr. Hernando de Soto 126 Urb. Int. 1er Piso, Maranga 4ta Etapa   ;incoming@ptsperu.com    ventas@ptsperu.com;www.ptsperu.com;998752206;15;1;36;Lima;Lima;San Miguel;20507614796;PTS Perú ;PTS Perú S.A.C.;13/08/2003;28/01/2025
PTS Perú ;2205;AGENCIAS DE VIAJES Y TURISMO;220503;Operador de Turismo;220503;Operador de Turismo;Cl. Maruri 265, Of. 323 - C.C. Imasumaq;cusco@ptsperu.com    cusco2@ptsperu.com;www.ptsperu.com;951159257;8;1;1;Cusco;Cusco;Cusco;20507614796;PTS Perú ;PTS Perú S.A.C.;13/08/2003;28/01/2025
Cruz del Sur;2203;TRANSPORTE;220301;Terrestre;22030101;Transporte Terrestre Nacional;Av. Javier Prado Este 1109; ;www.cruzdelsur.com.pe;01  3115050;15;1;15;Lima;Lima;La Victoria;20100227461;Cruz del Sur;Transportes Cruz del Sur S.A.C.;19/08/2003;4/01/2025
Cruz del Sur;2203;TRANSPORTE;220301;Terrestre;22030101;Transporte Terrestre Nacional;Terminal Terrestre s/n;  ;www.cruzdelsur.com.pe; 01 311 5050 ;4;1;7;Arequipa;Arequipa;Jacobo Hunter;20100227461;Cruz del Sur;Transportes Cruz del Sur S.A.C.;19/08/2003;4/01/2025
Cruz del Sur;2203;TRANSPORTE;220301;Terrestre;22030101;Transporte Terrestre Nacional;Av. Ejercito Nº 291 Cercado;;www.cruzdelsur.com.pe;01 3115050;13;1;1;La Libertad;Trujillo;Trujillo;20100227461;Cruz del Sur;Transportes Cruz del Sur S.A.C.;19/08/2003;4/01/2025
Cruz del Sur;2203;TRANSPORTE;220301;Terrestre;22030101;Transporte Terrestre Nacional;Jr. Ayacucho Nº 281 - 287;;www.cruzdelsur.com.pe;064 235650 ;12;1;1;Junín;Huancayo;Huancayo;20100227461;Cruz del Sur;Transportes Cruz del Sur S.A.C.;19/08/2003;4/01/2025
Cruz del Sur;2203;TRANSPORTE;220301;Terrestre;22030101;Transporte Terrestre Nacional;Av. Ejército, cdras. 2 y 3 - Terminal Terrestre Moquegua;;www.cruzdelsur.com.pe;053 462005;18;1;1;Moquegua;Mariscal Nieto;Moquegua;20100227461;Cruz del Sur;Transportes Cruz del Sur S.A.C.;19/08/2003;4/01/2025
Cruz del Sur;2203;TRANSPORTE;220301;Terrestre;22030101;Transporte Terrestre Nacional;Calle Uno Nº 502;;www.cruzdelsur.com.pe;073 257624;20;7;5;Piura;Talara;Los Órganos;20100227461;Cruz del Sur;Transportes Cruz del Sur S.A.C.;19/08/2003;4/01/2025
Cruz del Sur;2203;TRANSPORTE;220301;Terrestre;22030101;Transporte Terrestre Nacional;Av. F - 5C. Ex. Campamento Graña;;www.cruzdelsur.com.pe;073 384229;20;7;1;Piura;Talara;Pariñas;20100227461;Cruz del Sur;Transportes Cruz del Sur S.A.C.;19/08/2003;4/01/2025
Cruz del Sur;2203;TRANSPORTE;220301;Terrestre;22030101;Transporte Terrestre Nacional;Terminal Terrestre Manuel A. Odría (Mod. 16-17) ;;www.cruzdelsur.com.pe; 052 426692;23;1;1;Tacna;Tacna;Tacna;20100227461;Cruz del Sur;Transportes Cruz del Sur S.A.C.;19/08/2003;4/01/2025
Cruz del Sur;2203;TRANSPORTE;220301;Terrestre;22030101;Transporte Terrestre Nacional;Av. Pampa inalámbrica S/N - Terminal Terrestre de Ilo;;www.cruzdelsur.com.pe;01 3115050;18;3;1;Moquegua;Ilo;Ilo;20100227461;Cruz del Sur;Transportes Cruz del Sur S.A.C.;19/08/2003;4/01/2025
Cruz del Sur;2203;TRANSPORTE;220301;Terrestre;22030101;Transporte Terrestre Nacional;Av. Francisco Bolognesi 888;servicioalcliente@cruzdelsur.com.pe;www.cruzdelsur.com.pe; 074 380100;14;1;1;Lambayeque;Chiclayo;Chiclayo;20100227461;Cruz del Sur;Transportes Cruz del Sur S.A.C.;19/08/2003;4/01/2025
Cruz del Sur;2203;TRANSPORTE;220301;Terrestre;22030101;Transporte Terrestre Nacional;Av. Francisco Pizarro Nº 220 Cercado;;www.cruzdelsur.com.pe;964307711;12;4;1;Junín;Jauja;Jauja;20100227461;Cruz del Sur;Transportes Cruz del Sur S.A.C.;19/08/2003;4/01/2025
Cruz del Sur;2203;TRANSPORTE;220301;Terrestre;22030101;Transporte Terrestre Nacional;Av. Grau Nº 208;;www.cruzdelsur.com.pe;073 258232;20;7;6;Piura;Talara;Máncora;20100227461;Cruz del Sur;Transportes Cruz del Sur S.A.C.;19/08/2003;4/01/2025
Cruz del Sur;2203;TRANSPORTE;220301;Terrestre;22030101;Transporte Terrestre Nacional;Calle Real Nº 602 - 203;;www.cruzdelsur.com.pe;;12;1;1;Junín;Huancayo;Huancayo;20100227461;Cruz del Sur;Transportes Cruz del Sur S.A.C.;19/08/2003;4/01/2025
Cruz del Sur;2203;TRANSPORTE;220301;Terrestre;22030101;Transporte Terrestre Nacional;Jr. Bolivar Nº 535 - 103;;www.cruzdelsur.com.pe;;13;1;1;La Libertad;Trujillo;Trujillo;20100227461;Cruz del Sur;Transportes Cruz del Sur S.A.C.;19/08/2003;4/01/2025
Cruz del Sur;2203;TRANSPORTE;220301;Terrestre;22030101;Transporte Terrestre Nacional;Av. Circunvalación 160;administracion@piura.cruzdelsur.com.pe;www.cruzdelsur.com.pe; 073 320473;20;1;1;Piura;Piura;Piura;20100227461;Cruz del Sur;Transportes Cruz del Sur S.A.C.;19/08/2003;4/01/2025
Cruz del Sur;2203;TRANSPORTE;220301;Terrestre;22030101;Transporte Terrestre Nacional;Av. Ezequiel Gonzales Nº 670;;www.cruzdelsur.com.pe;;13;4;1;La Libertad;Chepén;Chepén;20100227461;Cruz del Sur;Transportes Cruz del Sur S.A.C.;19/08/2003;4/01/2025
Cruz del Sur;2203;TRANSPORTE;220301;Terrestre;22030101;Transporte Terrestre Nacional;Av. Industrial 121, Urb. Bancopata;adm.cuzco@gibarcena.outlook.com.pe;www.cruzdelsur.com.pe; 084 480010;8;1;6;Cusco;Cusco;Santiago;20100227461;Cruz del Sur;Transportes Cruz del Sur S.A.C.;19/08/2003;4/01/2025
Cruz del Sur;2203;TRANSPORTE;220301;Terrestre;22030101;Transporte Terrestre Nacional;Av. Tumbes Norte 319;www.cruzdelsur.com.pe;www.cruzdelsur.com.pe;944349298;24;1;1;Tumbes;Tumbes;Tumbes;20100227461;Cruz del Sur;Transportes Cruz del Sur S.A.C.;19/08/2003;4/01/2025
Cruz del Sur;2203;TRANSPORTE;220301;Terrestre;22030101;Transporte Terrestre Nacional;Jr. Ladislao Espinar Nº 9092;;www.cruzdelsur.com.pe;044 522128;13;7;4;La Libertad;Pacasmayo;Pacasmayo;20100227461;Cruz del Sur;Transportes Cruz del Sur S.A.C.;19/08/2003;4/01/2025
Cruz del Sur;2203;TRANSPORTE;220301;Terrestre;22030101;Transporte Terrestre Nacional;Jr. Amazonas 437;;www.cruzdelsur.com.pe;044 261801;13;1;1;La Libertad;Trujillo;Trujillo;20100227461;Cruz del Sur;Transportes Cruz del Sur S.A.C.;19/08/2003;4/01/2025
Cruz del Sur;2203;TRANSPORTE;220301;Terrestre;22030101;Transporte Terrestre Nacional;Jr. Ayacucho Nº 116;;www.cruzdelsur.com.pe;;13;7;2;La Libertad;Pacasmayo;Guadalupe;20100227461;Cruz del Sur;Transportes Cruz del Sur S.A.C.;19/08/2003;4/01/2025
Cruz del Sur;2203;TRANSPORTE;220301;Terrestre;22030101;Transporte Terrestre Nacional;Panamericana Sur Km 48 Mz J Lote 11;;www.cruzdelsur.com.pe;;4;1;8;Arequipa;Arequipa;La Joya;20100227461;Cruz del Sur;Transportes Cruz del Sur S.A.C.;19/08/2003;4/01/2025
Cruz del Sur;2203;TRANSPORTE;220301;Terrestre;22030101;Transporte Terrestre Nacional;Av. La Marina Cdra. 20-21 S-07 CC. Plaza San Miguel (SOLO VENTA DE BOLETOS);   ;www.cruzdelsur.com.pe;01 5664480;15;1;36;Lima;Lima;San Miguel;20100227461;Cruz del Sur;Transportes Cruz del Sur S.A.C.;19/08/2003;4/01/2025
Cruz del Sur;2203;TRANSPORTE;220301;Terrestre;22030101;Transporte Terrestre Nacional;Esquina Lima y San Martin S/N ;       ;www.cruzdelsur.com.pe;056 523713;11;3;1;Ica;Nasca;Nasca;20100227461;Cruz del Sur;Transportes Cruz del Sur S.A.C.;19/08/2003;4/01/2025
Cruz del Sur;2203;TRANSPORTE;220301;Terrestre;22030101;Transporte Terrestre Nacional;Av. Panamericana 1223 Urb. Santa Rosa;botero@piu.cruzdelsur.com.pe;www.cruzdelsur.com.pe;073 507421;20;6;1;Piura;Sullana;Sullana;20100227461;Cruz del Sur;Transportes Cruz del Sur S.A.C.;19/08/2003;4/01/2025
Cruz del Sur;2203;TRANSPORTE;220301;Terrestre;22030101;Transporte Terrestre Nacional;Esquina de Calle Fray Ramon y Sebastián ;     ;www.cruzdelsur.com.pe;056 223333;11;1;1;Ica;Ica;Ica;20100227461;Cruz del Sur;Transportes Cruz del Sur S.A.C.;19/08/2003;4/01/2025
Cruz del Sur;2203;TRANSPORTE;220301;Terrestre;22030101;Transporte Terrestre Nacional;Terminal Terrestre Intersección de las Avenidas Juan Pablo Castro y Pachacutec     ;;www.cruzdelsur.com.pe;083 324877;3;1;1;Apurímac ;Abancay;Abancay;20100227461;Cruz del Sur;Transportes Cruz del Sur S.A.C.;19/08/2003;4/01/2025
Cruz del Sur;2203;TRANSPORTE;220301;Terrestre;22030101;Transporte Terrestre Nacional;Terminal Terrestre - Jr. Loechle Cdra 9 Int. oficina 1;servicioalcliente@gibarcena.com.pe;www.cruzdelsur.com.pe;01 311 5050;19;3;1;Pasco;Oxapampa;Oxapampa;20100227461;Cruz del Sur;Transportes Cruz del Sur S.A.C.;19/08/2003;4/01/2025
Cruz del Sur;2203;TRANSPORTE;220301;Terrestre;22030101;Transporte Terrestre Nacional;Av. Mariscal Cáceres 1345/ Terminal Municipal ;   ;www.cruzdelsur.com.pe; 066 312813;5;1;1;Ayacucho;Huamanga;Ayacucho;20100227461;Cruz del Sur;Transportes Cruz del Sur S.A.C.;19/08/2003;4/01/2025
Cruz del Sur;2203;TRANSPORTE;220301;Terrestre;22030101;Transporte Terrestre Nacional;Jr. Teresa Gonzáles de Fanning 457 / Jr. Simón Bolivar 407 (of. venta de boletos);    ;www.cruzdelsur.com.pe; 043 785661;2;1;5;Áncash;Huaraz;Independencia;20100227461;Cruz del Sur;Transportes Cruz del Sur S.A.C.;19/08/2003;4/01/2025
Cruz del Sur;2203;TRANSPORTE;220301;Terrestre;22030101;Transporte Terrestre Nacional;Terminal El Chimbador (modulo F 41 Y F 42) y Jr. Francisco Bolognesi 543 ;administracion@chimbador.cruzdelsur.com.pe;www.cruzdelsur.com.pe;043 352665;2;18;1;Áncash;Santa;Chimbote;20100227461;Cruz del Sur;Transportes Cruz del Sur S.A.C.;19/08/2003;4/01/2025
Cruz del Sur;2203;TRANSPORTE;220301;Terrestre;22030101;Transporte Terrestre Nacional;Cl. Gerardo Unger 6917 Terminal Plaza Norte;    ;www.cruzdelsur.com.pe;01 311 5050;15;1;12;Lima;Lima;Independencia;20100227461;Cruz del Sur;Transportes Cruz del Sur S.A.C.;19/08/2003;4/01/2025
Cruz del Sur;2203;TRANSPORTE;220301;Terrestre;22030101;Transporte Terrestre Nacional;Av. Bolognesi N° 796;administracion@piura.cruzdelsur.com.pe;www.cruzdelsur.com.pe; 073 320473;20;1;1;Piura;Piura;Piura;20100227461;Cruz del Sur;Transportes Cruz del Sur S.A.C.;19/08/2003;4/01/2025
Cruz del Sur;2203;TRANSPORTE;220301;Terrestre;22030101;Transporte Terrestre Nacional;Av. Principal de ingreso al Chaco 101;      ;www.cruzdelsur.com.pe;01 311 5050;11;5;5;Ica;Pisco;Paracas;20100227461;Cruz del Sur;Transportes Cruz del Sur S.A.C.;19/08/2003;4/01/2025
Cruz del Sur;2203;TRANSPORTE;220301;Terrestre;22030101;Transporte Terrestre Nacional;Av. Ferrocarril 151; ;www.cruzdelsur.com.pe;064 221737;12;1;1;Junín;Huancayo;Huancayo;20100227461;Cruz del Sur;Transportes Cruz del Sur S.A.C.;19/08/2003;4/01/2025
Bungalows Spilberg;2201;ESTABLECIMIENTOS DE HOSPEDAJE;220107;Hospedaje no Categorizado;220107;Hospedaje no Categorizado;Av. Costanera Nº 128, Balneario Colán;bungalowspilbergcolan@gmail.com;;969 599 747;20;5;4;Piura;Paita;Colán;20525324851;Bungalows Spilberg;Bungalows Spilberg E.I.R.L.;21/08/2003;3/01/2025
Hotel El Angolo;2201;ESTABLECIMIENTOS DE HOSPEDAJE;220101;Hoteles;22010103;H.3 Estrellas;Cl. Fortunato Chirichigno 661 Urb. San Eduardo;reservas@hotelelangolo.com    recepcionhotelangolo@gmail.com;https://www.hoteleselangolo.com/piura_piura/; 073 303491;20;1;1;Piura;Piura;Piura;20126294353;Hotel El Angolo;Hotelera Piura S.A.;21/08/2003;3/01/2025
Perú Norte;2205;AGENCIAS DE VIAJES Y TURISMO;220503;Operador de Turismo;220503;Operador de Turismo;Cl. Huanuco 489 - Piura;turismoperusi@hotmail.com;www.turismoperunorte.com; 073 332161;20;1;1;Piura;Piura;Piura;20525250122;Perú Norte;Servicios Generales Turismo Perú E.I.R.L;21/08/2003;4/01/2025
Piura Tours;2205;AGENCIAS DE VIAJES Y TURISMO;220502;Agencias Minoristas;220502;Agencias Minoristas;Cl. Arequipa 978;piuratours@gmail.com; ;073 326778;20;1;1;Piura;Piura;Piura;20102501293;Piura Tours;Empresa de Servicios Turísticos S.R.L.;25/08/2003;4/01/2025
Las Poncianas;2201;ESTABLECIMIENTOS DE HOSPEDAJE;220101;Hoteles;22010103;H.3 Estrellas;Calle Manco Cápac s/n alt. Km. 379, Panamericana Norte;hotelponcianas@gmail.com; ; 043 412123;2;8;1;Áncash;Casma;Casma;20282926866;Las Poncianas;Complejo Turístico Las Poncianas S.A.C;26/08/2003;7/01/2025
Ivansino Inn ;2201;ESTABLECIMIENTOS DE HOSPEDAJE;220101;Hoteles;22010103;H.3 Estrellas; Av. José Pardo 738;ivansinoinn@gmail.com; ; 043 321811;2;18;1;Áncash;Santa;Chimbote;20114393810;Ivansino Inn ;Hotel Ivansino Inn S.A;26/08/2003;7/01/2025
Buenos Aires;2201;ESTABLECIMIENTOS DE HOSPEDAJE;220101;Hoteles;22010103;H.3 Estrellas;Jr. Huambacho 288 Urb. Buenos Aires;hotelbuenosaires.chimbote@hotmail.com;www.hotelbuenosaires.com.pe; 043 310631;2;18;9;Áncash;Santa;Nuevo Chimbote;20445583198;Buenos Aires;Hotel Buenos Aires S.R.L.;26/08/2003;7/01/2025
Enigma ;2205;AGENCIAS DE VIAJES Y TURISMO;220503;Operador de Turismo;220503;Operador de Turismo;Cl. Fortunato L. Herrera 214, Urb. Magisterio (Presencial y Digital);info@enigmaperu.com;www.enigmaperu.com; 084 222153 ;8;1;1;Cusco;Cusco;Cusco;20527127778;Enigma ;Enigma Adventure Tour Operator S.A.C.;30/09/2003;22/01/2025
Los Horcones de Túcume;2201;ESTABLECIMIENTOS DE HOSPEDAJE;220108;Ecolodge;220108;Ecolodge;Cl. San Antonio 15 - San Antonio - Km. 800 antigua Panamericana Norte;reservas@loshorconesdetucume.com;www.loshorconesdetucume.com;998 025 205;14;3;12;Lambayeque;Lambayeque;Túcume;20479897442;Los Horcones de Túcume;Empresa de Servicios Turísticos Los Horcones de Túcume;12/12/2003;17/01/2025
